"t","T","alpha","beta","dbeta_dt","dalpha_dt","sign_beta"
1650,26.05,0.997827,-0.00399999999999999,3.99999999999921e-06,3.1800000000004e-06,-1
1700,25.85,0.997986,-0.00380000000000003,0,2.89999999999901e-06,-1
1750,25.66,0.998131,-0.00380000000000003,4.00000000000063e-06,2.64000000000042e-06,-1
1800,25.47,0.998263,-0.00359999999999999,4.00000000000063e-06,2.40000000000018e-06,-1
1850,25.29,0.998383,-0.00339999999999996,-1.42247325030098e-18,2.19999999999887e-06,-1
1900,25.12,0.998493,-0.00340000000000003,1.42247325030098e-18,1.99999999999978e-06,-1
1950,24.95,0.998593,-0.00339999999999996,3.9999999999992e-06,1.82000000000126e-06,-1
2000,24.78,0.998684,-0.0032,3.9999999999992e-06,1.65999999999888e-06,-1
2050,24.62,0.998767,-0.00300000000000004,1.42247325030098e-18,1.53999999999987e-06,-1
2100,24.47,0.998844,-0.00299999999999997,3.9999999999992e-06,1.40000000000029e-06,-1
2150,24.32,0.998914,-0.00280000000000001,-3.9999999999992e-06,1.29999999999963e-06,-1
2200,24.18,0.998979,-0.00299999999999997,7.99999999999841e-06,1.20200000000015e-06,-1
2250,24.03,0.9990391,-0.00260000000000005,1.42247325030098e-18,1.10200000000171e-06,-1
2300,23.9,0.9990942,-0.00259999999999998,0,1.01599999999813e-06,-1
2350,23.77,0.999145,-0.00259999999999998,0,9.34000000001323e-07,-1
2400,23.64,0.9991917,-0.00259999999999998,3.9999999999992e-06,8.60000000000305e-07,-1
2450,23.51,0.9992347,-0.00240000000000002,4.00000000000063e-06,7.95999999998465e-07,-1
2500,23.39,0.9992745,-0.00219999999999999,0,7.34000000000012e-07,-1
2550,23.28,0.9993112,-0.00219999999999999,-1.42247325030098e-18,6.78000000000623e-07,-1
2600,23.17,0.9993451,-0.00220000000000006,4.00000000000204e-06,6.28000000000295e-07,-1
2650,23.06,0.9993765,-0.00199999999999996,-4.00000000000062e-06,5.8399999999903e-07,-1
2700,22.96,0.9994057,-0.00219999999999999,7.99999999999983e-06,5.42000000001153e-07,-1
2750,22.85,0.9994328,-0.0018,-4.00000000000062e-06,5.0399999999895e-07,-1
2800,22.76,0.999458,-0.00200000000000003,4.00000000000062e-06,4.68000000000135e-07,-1
2850,22.66,0.9994814,-0.0018,3.9999999999992e-06,4.36000000001435e-07,-1
2900,22.57,0.9995032,-0.00160000000000004,-3.9999999999992e-06,4.0799999999841e-07,-1
2950,22.49,0.9995236,-0.0018,4.00000000000063e-06,3.79999999999825e-07,-1
3000,22.4,0.9995426,-0.00159999999999997,-1.42247325030098e-18,3.58000000000302e-07,-1
3050,22.32,0.9995605,-0.00160000000000004,1.42247325030098e-18,3.34000000001833e-07,-1
3100,22.24,0.9995772,-0.00159999999999997,3.9999999999992e-06,3.13999999999037e-07,-1
3150,22.16,0.9995929,-0.00140000000000001,0,2.94000000000683e-07,-1
3200,22.09,0.9996076,-0.00140000000000001,0,2.78000000000223e-07,-1
3250,22.02,0.9996215,-0.00140000000000001,0,2.57999999999647e-07,-1
3300,21.95,0.9996344,-0.00140000000000001,4.00000000000062e-06,2.44000000000355e-07,-1
3350,21.88,0.9996466,-0.00119999999999997,-4.00000000000062e-06,2.27999999999895e-07,-1
3400,21.82,0.999658,-0.00140000000000001,4.00000000000062e-06,2.1599999999955e-07,-1
3450,21.75,0.9996688,-0.00119999999999997,-1.41813644161104e-18,2.03999999999205e-07,-1
3500,21.69,0.999679,-0.00120000000000005,4.00000000000063e-06,1.94000000000027e-07,-1
3550,21.63,0.9996887,-0.00100000000000001,-3.99999999999921e-06,1.81999999999682e-07,-1
3600,21.58,0.9996978,-0.00119999999999997,3.99999999999921e-06,1.72000000000505e-07,-1
3650,21.52,0.9997064,-0.00100000000000001,1.41813644161104e-18,1.61999999999107e-07,-1
3700,21.47,0.9997145,-0.000999999999999943,-1.41813644161104e-18,1.54000000001098e-07,-1
3750,21.42,0.9997222,-0.00100000000000001,0,1.439999999997e-07,-1
3800,21.37,0.9997294,-0.00100000000000001,4.00000000000062e-06,1.38000000000638e-07,-1
3850,21.32,0.9997363,-0.000799999999999983,-4.00000000000062e-06,1.30000000000408e-07,-1
3900,21.28,0.9997428,-0.00100000000000001,4.00000000000062e-06,1.22000000000178e-07,-1
3950,21.23,0.9997489,-0.000799999999999983,-1.42247325030098e-18,1.15999999998895e-07,-1
4000,21.19,0.9997547,-0.000800000000000054,1.42247325030098e-18,1.09999999999832e-07,-1
4050,21.15,0.9997602,-0.000799999999999983,0,1.01999999999602e-07,-1
4100,21.11,0.9997653,-0.000799999999999983,0,1.00000000000655e-07,-1
4150,21.07,0.9997703,-0.000799999999999983,3.9999999999992e-06,9.60000000005401e-08,-1
4200,21.03,0.9997751,-0.000600000000000023,-3.9999999999992e-06,8.99999999992573e-08,-1
4250,21,0.9997796,-0.000799999999999983,3.9999999999992e-06,8.800000000031e-08,-1
4300,20.96,0.999784,-0.000600000000000023,0,8.19999999990273e-08,-1
4350,20.93,0.9997881,-0.000600000000000023,-3.9999999999992e-06,7.80000000011327e-08,-1
4400,20.9,0.999792,-0.000799999999999983,3.9999999999992e-06,7.39999999987973e-08,-1
4450,20.86,0.9997957,-0.000600000000000023,1.42030484595601e-18,7.199999999985e-08,-1
4500,20.83,0.9997993,-0.000599999999999952,-1.42030484595601e-18,6.80000000019554e-08,-1
4550,20.8,0.9998027,-0.000600000000000023,4.00000000000062e-06,6.59999999985672e-08,-1
4600,20.77,0.999806,-0.000399999999999991,-4.00000000000062e-06,6.20000000006726e-08,-1
4650,20.75,0.9998091,-0.000600000000000023,1.42030484595601e-18,5.99999999995049e-08,-1
4700,20.72,0.9998121,-0.000599999999999952,3.99999999999921e-06,5.59999999993899e-08,-1
4750,20.69,0.9998149,-0.000399999999999991,-1.4213890481285e-18,5.40000000004426e-08,-1
4800,20.67,0.9998176,-0.000400000000000063,-3.99999999999778e-06,5.20000000014953e-08,-1
4850,20.65,0.9998202,-0.000599999999999952,3.99999999999921e-06,4.99999999981071e-08,-1
4900,20.62,0.9998227,-0.000399999999999991,-1.4213890481285e-18,4.80000000013803e-08,-1
4950,20.6,0.9998251,-0.000400000000000063,1.4213890481285e-18,4.60000000002125e-08,-1
5000,20.58,0.9998274,-0.000399999999999991,0,4.39999999990448e-08,-1
5050,20.56,0.9998296,-0.000399999999999991,0,4.40000000012653e-08,-1
5100,20.54,0.9998318,-0.000399999999999991,0,3.99999999989298e-08,-1
5150,20.52,0.9998338,-0.000399999999999991,0,4.00000000011502e-08,-1
5200,20.5,0.9998358,-0.000399999999999991,0,3.59999999988148e-08,-1
5250,20.48,0.9998376,-0.000399999999999991,0,3.39999999998675e-08,-1
5300,20.46,0.9998393,-0.000399999999999991,3.9999999999992e-06,3.39999999998675e-08,-1
5350,20.44,0.999841,-0.000200000000000031,-3.9999999999992e-06,3.20000000009202e-08,-1
5400,20.43,0.9998426,-0.000399999999999991,3.9999999999992e-06,2.99999999997524e-08,-1
5450,20.41,0.9998441,-0.000200000000000031,-3.9999999999992e-06,2.80000000008052e-08,-1
5500,20.4,0.9998455,-0.000399999999999991,4.00000000000062e-06,2.79999999985847e-08,-1
5550,20.38,0.9998469,-0.00019999999999996,-4.00000000000062e-06,2.59999999996374e-08,-1
5600,20.37,0.9998482,-0.000399999999999991,3.9999999999992e-06,2.80000000008052e-08,-1
5650,20.35,0.9998496,-0.000200000000000031,0,2.40000000006901e-08,-1
5700,20.34,0.9998508,-0.000200000000000031,1.42084694704225e-18,2.39999999984697e-08,-1
5750,20.33,0.999852,-0.00019999999999996,-4.00000000000062e-06,2.40000000006901e-08,-1
5800,20.32,0.9998532,-0.000399999999999991,3.9999999999992e-06,2.40000000006901e-08,-1
5850,20.3,0.9998544,-0.000200000000000031,1.42084694704225e-18,2.19999999995224e-08,-1
5900,20.29,0.9998555,-0.00019999999999996,-1.42084694704225e-18,2.40000000006901e-08,-1
5950,20.28,0.9998567,-0.000200000000000031,-3.9999999999992e-06,2.39999999984697e-08,-1
6000,20.27,0.9998579,-0.000399999999999991,3.9999999999992e-06,2.20000000017428e-08,-1
6050,20.25,0.999859,-0.000200000000000031,1.42084694704225e-18,2.19999999995224e-08,-1
6100,20.24,0.9998601,-0.00019999999999996,-1.42084694704225e-18,1.99999999983547e-08,-1
6150,20.23,0.9998611,-0.000200000000000031,1.42084694704225e-18,2.00000000005751e-08,-1
6200,20.22,0.9998621,-0.00019999999999996,-1.42084694704225e-18,1.79999999994074e-08,-1
6250,20.21,0.999863,-0.000200000000000031,1.42084694704225e-18,1.80000000016278e-08,-1
6300,20.2,0.9998639,-0.00019999999999996,-1.42084694704225e-18,1.60000000004601e-08,-1
6350,20.19,0.9998647,-0.000200000000000031,1.42084694704225e-18,1.59999999982396e-08,-1
6400,20.18,0.9998655,-0.00019999999999996,-1.42084694704225e-18,1.40000000015128e-08,-1
6450,20.17,0.9998662,-0.000200000000000031,4.00000000000062e-06,1.39999999992924e-08,-1
6550,20.16,0.9998676,-0.000200000000000031,1.42084694704225e-18,1.40000000015128e-08,-1
6600,20.15,0.9998683,-0.00019999999999996,3.9999999999992e-06,9.99999999917733e-09,-1
6700,20.14,0.9998694,-0.000200000000000031,1.42084694704225e-18,9.99999999917733e-09,-1
6750,20.13,0.9998699,-0.00019999999999996,3.9999999999992e-06,1.00000000013978e-08,-1
6850,20.12,0.9998708,-0.000200000000000031,4.00000000000062e-06,8.00000000023005e-09,-1
7000,20.11,0.9998719,-0.00019999999999996,3.9999999999992e-06,8.00000000023005e-09,-1
7100,20.1,0.9998726,-0.000200000000000031,4.00000000000062e-06,8.00000000023005e-09,-1
7200,20.09,0.9998733,-0.000200000000000031,4.00000000000062e-06,8.00000000023005e-09,-1
7350,20.08,0.9998743,-0.00019999999999996,3.9999999999992e-06,5.99999999906231e-09,-1
7500,20.07,0.9998752,-0.000200000000000031,4.00000000000062e-06,6.00000000128276e-09,-1
7650,20.06,0.999876,-0.00019999999999996,3.9999999999992e-06,4.00000000011502e-09,-1
7800,20.05,0.9998767,-0.000200000000000031,4.00000000000062e-06,6.00000000128276e-09,-1
8000,20.04,0.9998777,-0.00019999999999996,3.9999999999992e-06,6.00000000128276e-09,-1
8200,20.03,0.9998785,-0.000200000000000031,4.00000000000062e-06,4.00000000011502e-09,-1
8450,20.02,0.9998794,-0.00019999999999996,3.9999999999992e-06,2.00000000116773e-09,-1
8750,20.01,0.9998802,-0.000200000000000031,4.00000000000062e-06,2.00000000116773e-09,-1
9100,20,0.999881,-0.000200000000000031,4.00000000000062e-06,1.99999999894729e-09,-1
9450,19.99,0.9998818,-0.00019999999999996,3.9999999999992e-06,1.99999999894729e-09,-1
9900,19.98,0.9998827,-0.000200000000000031,4.00000000000062e-06,1.99999999894729e-09,-1
10500,19.97,0.9998835,-0.00019999999999996,3.9999999999992e-06,0,-1
12050,19.96,0.9998842,-0.000200000000000031,4.00000000000062e-06,1.99999999894729e-09,-1
12400,19.95,0.999885,-0.00019999999999996,3.9999999999992e-06,1.99999999894729e-09,-1
37150,70.49,0,-0.000199999999999818,3.99999999999636e-06,0,-1
38650,70.5,0,-0.000200000000000102,4.00000000000205e-06,0,-1
39900,70.5,0,-0.000200000000000102,4.00000000000205e-06,0,-1
40850,70.5,0,-0.000200000000000102,4.00000000000205e-06,0,-1
43150,70.51,0,-0.000200000000000102,4.00000000000205e-06,0,-1
43400,70.5,0,-0.000200000000000102,5.6844719903415e-18,0,-1
43450,70.49,0,-0.000199999999999818,-4.00000000000773e-06,0,-1
43500,70.48,0,-0.000400000000000205,5.6844719903415e-18,0,-1
43550,70.46,0,-0.00039999999999992,-4.00000000000205e-06,0,-1
43600,70.44,0,-0.000600000000000023,0,0,-1
43650,70.41,0,-0.000600000000000023,-7.99999999999841e-06,0,-1
43700,70.38,0,-0.000999999999999943,4.00000000000205e-06,0,-1
43750,70.33,0,-0.000799999999999841,-8.00000000000409e-06,0,-1
43800,70.29,0,-0.00120000000000005,0,0,-1
43850,70.23,0,-0.00120000000000005,0,0,-1
43900,70.17,0,-0.00120000000000005,-3.99999999999636e-06,0,-1
43950,70.11,0,-0.00139999999999986,-5.68555619251399e-18,0,-1
44000,70.04,0,-0.00140000000000015,-3.99999999999636e-06,0,-1
44050,69.97,0,-0.00159999999999997,-4.00000000000205e-06,0,-1
44100,69.89,0,-0.00180000000000007,4.00000000000205e-06,0,-1
44150,69.8,0,-0.00159999999999997,-4.00000000000205e-06,0,-1
44200,69.72,0,-0.00180000000000007,-3.99999999999636e-06,0,-1
44250,69.63,0,-0.00199999999999989,0,0,-1
44300,69.53,0,-0.00199999999999989,-5.68121938382404e-18,0,-1
44350,69.43,0,-0.00200000000000017,-3.99999999999636e-06,0,-1
44400,69.33,0,-0.00219999999999999,0,0,-1
44450,69.22,0,-0.00219999999999999,0,0,-1
44500,69.11,0,-0.00219999999999999,0,0,-1
44550,69,0,-0.00219999999999999,-4.00000000000205e-06,0,-1
44600,68.89,0,-0.00240000000000009,5.68121938382404e-18,0,-1
44650,68.77,0,-0.00239999999999981,-5.68121938382404e-18,0,-1
44700,68.65,0,-0.00240000000000009,0,0,-1
44750,68.53,0,-0.00240000000000009,-3.99999999999637e-06,0,-1
44800,68.41,0,-0.00259999999999991,0,0,-1
44850,68.28,0,-0.00259999999999991,3.99999999999637e-06,0,-1
44900,68.15,0,-0.00240000000000009,-7.99999999999841e-06,0,-1
44950,68.03,0,-0.00280000000000001,4.00000000000204e-06,0,-1
45000,67.89,0,-0.00259999999999991,-5.68121938382404e-18,0,-1
45050,67.76,0,-0.00260000000000019,-3.99999999999636e-06,0,-1
45100,67.63,0,-0.00280000000000001,4.00000000000204e-06,0,-1
45150,67.49,0,-0.00259999999999991,-4.00000000000204e-06,0,-1
45200,67.36,0,-0.00280000000000001,0,0,-1
45250,67.22,0,-0.00280000000000001,0,0,-1
45300,67.08,0,-0.00280000000000001,0,0,-1
45350,66.94,0,-0.00280000000000001,0,0,-1
45400,66.8,0,-0.00280000000000001,0,0,-1
45450,66.66,0,-0.00280000000000001,-3.99999999999637e-06,0,-1
45500,66.52,0,-0.00299999999999983,3.99999999999637e-06,0,-1
45550,66.37,0,-0.00280000000000001,-4.00000000000205e-06,0,-1
45600,66.23,0,-0.00300000000000011,5.68121938382404e-18,0,-1
45650,66.08,0,-0.00299999999999983,-5.68121938382404e-18,0,-1
45700,65.93,0,-0.00300000000000011,0,0,-1
45750,65.78,0,-0.00300000000000011,5.68121938382404e-18,0,-1
45800,65.63,0,-0.00299999999999983,-5.68121938382404e-18,0,-1
45850,65.48,0,-0.00300000000000011,-3.99999999999636e-06,0,-1
45900,65.33,0,-0.00319999999999993,3.99999999999636e-06,0,-1
45950,65.17,0,-0.00300000000000011,-3.99999999999636e-06,0,-1
46000,65.02,0,-0.00319999999999993,3.99999999999636e-06,0,-1
46050,64.86,0,-0.00300000000000011,-3.99999999999636e-06,0,-1
46100,64.71,0,-0.00319999999999993,4.00000000000204e-06,0,-1
46150,64.55,0,-0.00299999999999983,-4.00000000000773e-06,0,-1
46200,64.4,0,-0.00320000000000022,5.68989300120393e-18,0,-1
46250,64.24,0,-0.00319999999999993,0,0,-1
46300,64.08,0,-0.00319999999999993,3.9999999999992e-06,0,-1
46350,63.92,0,-0.00299999999999997,-4.00000000000205e-06,0,-1
46400,63.77,0,-0.00320000000000007,2.84494650060196e-18,0,-1
46450,63.61,0,-0.00319999999999993,-2.84494650060196e-18,0,-1
46500,63.45,0,-0.00320000000000007,2.84494650060196e-18,0,-1
46550,63.29,0,-0.00319999999999993,-2.84494650060196e-18,0,-1
46600,63.13,0,-0.00320000000000007,2.84494650060196e-18,0,-1
46650,62.97,0,-0.00319999999999993,-4.00000000000205e-06,0,-1
46700,62.81,0,-0.00340000000000003,3.9999999999992e-06,0,-1
46750,62.64,0,-0.00320000000000007,2.84494650060196e-18,1.99999999999978e-06,-1
46800,62.48,9.9999999999989e-05,-0.00319999999999993,-2.84494650060196e-18,0,-1
46850,62.32,9.9999999999989e-05,-0.00320000000000007,2.84494650060196e-18,1.99999999999978e-06,-1
46900,62.16,0.000199999999999978,-0.00319999999999993,3.9999999999992e-06,1.99999999999978e-06,-1
46950,62,0.000299999999999967,-0.00299999999999997,3.9999999999992e-06,3.99999999999956e-06,-1
47000,61.85,0.000499999999999945,-0.00280000000000001,0,6.00000000000156e-06,-1
47050,61.71,0.000800000000000023,-0.00280000000000001,3.9999999999992e-06,9.99999999999894e-06,-1
47100,61.57,0.00129999999999997,-0.00260000000000005,4.00000000000204e-06,1.0000000000001e-05,-1
47150,61.44,0.00180000000000002,-0.00239999999999995,3.99999999999921e-06,1.60000000000006e-05,-1
47200,61.32,0.00260000000000005,-0.00219999999999999,0,1.7999999999998e-05,-1
47250,61.21,0.00349999999999995,-0.00219999999999999,3.9999999999992e-06,2e-05,-1
47300,61.1,0.00449999999999995,-0.00200000000000003,3.9999999999992e-06,2.40000000000018e-05,-1
47350,61,0.00570000000000004,-0.00180000000000007,2.84494650060196e-18,2.79999999999992e-05,-1
47400,60.91,0.0071,-0.00179999999999993,3.9999999999992e-06,3.20000000000008e-05,-1
47450,60.82,0.00870000000000004,-0.00159999999999997,-2.84494650060196e-18,3.39999999999992e-05,-1
47500,60.74,0.0104,-0.00160000000000011,4.00000000000489e-06,3.6e-05,-1
47550,60.66,0.0122,-0.00139999999999986,-2.84060969191202e-18,4.2e-05,-1
47600,60.59,0.0143,-0.00140000000000001,0,4.2e-05,-1
47650,60.52,0.0164,-0.00140000000000001,3.9999999999992e-06,4.60000000000019e-05,-1
47700,60.45,0.0187000000000001,-0.00120000000000005,-3.9999999999992e-06,4.7999999999998e-05,-1
47750,60.39,0.0211,-0.00140000000000001,3.9999999999992e-06,5.2000000000002e-05,-1
47800,60.32,0.0237000000000001,-0.00120000000000005,2.84060969191202e-18,5.3999999999998e-05,-1
47850,60.26,0.0264,-0.0011999999999999,-2.84060969191202e-18,5.8e-05,-1
47900,60.2,0.0293,-0.00120000000000005,4.00000000000204e-06,6.00000000000001e-05,-1
47950,60.14,0.0323,-0.000999999999999943,-4.00000000000204e-06,6.39999999999999e-05,-1
48000,60.09,0.0355,-0.00120000000000005,0,6.5999999999998e-05,-1
48050,60.03,0.0387999999999999,-0.00120000000000005,4.00000000000204e-06,6.80000000000021e-05,-1
48100,59.97,0.0422,-0.000999999999999943,-4.00000000000204e-06,7.4000000000002e-05,-1
48150,59.92,0.0459000000000001,-0.00120000000000005,4.00000000000204e-06,7.39999999999979e-05,-1
48200,59.86,0.0496,-0.000999999999999943,-4.00000000000204e-06,8.00000000000001e-05,-1
48250,59.81,0.0536,-0.00120000000000005,4.00000000000204e-06,7.99999999999999e-05,-1
48300,59.75,0.0576,-0.000999999999999943,-2.84060969191202e-18,8.6e-05,-1
48350,59.7,0.0619,-0.00100000000000009,-3.99999999999636e-06,8.8e-05,-1
48400,59.65,0.0663,-0.0011999999999999,3.99999999999636e-06,9.20000000000001e-05,-1
48450,59.59,0.0709,-0.00100000000000009,-3.9999999999992e-06,9.6e-05,-1
48500,59.54,0.0757,-0.00120000000000005,4.00000000000204e-06,9.8e-05,-1
48550,59.48,0.0806,-0.000999999999999943,-4.00000000000204e-06,0.000104,-1
48600,59.43,0.0858,-0.00120000000000005,2.84060969191202e-18,0.000106,-1
48650,59.37,0.0911,-0.0011999999999999,-2.84060969191202e-18,0.00011,-1
48700,59.31,0.0966,-0.00120000000000005,0,0.000114,-1
48750,59.25,0.1023,-0.00120000000000005,2.84060969191202e-18,0.00012,-1
48800,59.19,0.1083,-0.0011999999999999,-2.84060969191202e-18,0.000122,-1
48850,59.13,0.1144,-0.00120000000000005,0,0.000126,-1
48900,59.07,0.1207,-0.00120000000000005,-3.9999999999992e-06,0.00013,-1
48950,59.01,0.1272,-0.00140000000000001,0,0.000134,-1
49000,58.94,0.1339,-0.00140000000000001,0,0.000138,-1
49050,58.87,0.1408,-0.00140000000000001,0,0.00014,-1
49100,58.8,0.1478,-0.00140000000000001,0,0.000142,-1
49150,58.73,0.1549,-0.00140000000000001,2.84060969191202e-18,0.000146,-1
49200,58.66,0.1622,-0.00139999999999986,-4.00000000000489e-06,0.00015,-1
49250,58.59,0.1697,-0.00160000000000011,4.00000000000205e-06,0.000152,-1
49300,58.51,0.1773,-0.00140000000000001,-3.9999999999992e-06,0.000154,-1
49350,58.44,0.185,-0.00159999999999997,0,0.000156,-1
49400,58.36,0.1928,-0.00159999999999997,0,0.00016,-1
49450,58.28,0.2008,-0.00159999999999997,-2.84494650060196e-18,0.000162,-1
49500,58.2,0.2089,-0.00160000000000011,-3.99999999999636e-06,0.000164,-1
49550,58.12,0.2171,-0.00179999999999993,3.9999999999992e-06,0.000168,-1
49600,58.03,0.2255,-0.00159999999999997,-4.00000000000205e-06,0.00017,-1
49650,57.95,0.234,-0.00180000000000007,4.00000000000205e-06,0.000172,-1
49700,57.86,0.2426,-0.00159999999999997,-4.00000000000205e-06,0.000174,-1
49750,57.78,0.2513,-0.00180000000000007,-3.99999999999636e-06,0.000175999999999999,-1
49800,57.69,0.2601,-0.00199999999999989,3.99999999999636e-06,0.00018,-1
49850,57.59,0.2691,-0.00180000000000007,0,0.00018,-1
49900,57.5,0.2781,-0.00180000000000007,-3.99999999999636e-06,0.000184,-1
49950,57.41,0.2873,-0.00199999999999989,-2.83627288322208e-18,0.000186,-1
50000,57.31,0.2966,-0.00200000000000003,0,0.00019,-1
50050,57.21,0.3061,-0.00200000000000003,0,0.00019,-1
50100,57.11,0.3156,-0.00200000000000003,0,0.000192,-1
50150,57.01,0.3252,-0.00200000000000003,-3.9999999999992e-06,0.000194,-1
50200,56.91,0.3349,-0.00219999999999999,0,0.000196000000000001,-1
50250,56.8,0.3447,-0.00219999999999999,0,2e-04,-1
50300,56.69,0.3547,-0.00219999999999999,0,2e-04,-1
50350,56.58,0.3647,-0.00219999999999999,0,0.000202,-1
50400,56.47,0.3748,-0.00219999999999999,-3.99999999999921e-06,0.000202,-1
50450,56.36,0.3849,-0.00239999999999995,-2.83627288322208e-18,0.000206,-1
50500,56.24,0.3952,-0.00240000000000009,2.83627288322208e-18,0.000206000000000001,-1
50550,56.12,0.4055,-0.00239999999999995,0,0.000207999999999999,-1
50600,56,0.4159,-0.00239999999999995,-4.00000000000204e-06,0.00021,-1
50650,55.88,0.4264,-0.00260000000000005,0,0.00021,-1
50700,55.75,0.4369,-0.00260000000000005,2.83627288322208e-18,0.000214,-1
50750,55.62,0.4476,-0.00259999999999991,-4.00000000000204e-06,0.000212,-1
50800,55.49,0.4582,-0.00280000000000001,0,0.000216,-1
50850,55.35,0.469,-0.00280000000000001,0,0.000214000000000001,-1
50900,55.21,0.4797,-0.00280000000000001,-3.9999999999992e-06,0.000217999999999999,-1
50950,55.07,0.4906,-0.00299999999999997,0,0.000216,-1
51000,54.92,0.5014,-0.00299999999999997,-2.84494650060196e-18,0.000218,-1
51050,54.77,0.5123,-0.00300000000000011,-3.99999999999636e-06,0.000218,-1
51100,54.62,0.5232,-0.00319999999999993,-4.00000000000205e-06,0.000218,-1
51150,54.46,0.5341,-0.00340000000000003,4.00000000000205e-06,0.000216000000000001,-1
51200,54.29,0.5449,-0.00319999999999993,-8.00000000000125e-06,0.000217999999999998,-1
51250,54.13,0.5558,-0.00359999999999999,3.9999999999992e-06,0.000216000000000001,-1
51300,53.95,0.5666,-0.00340000000000003,-7.99999999999841e-06,0.000216000000000001,-1
51350,53.78,0.5774,-0.00379999999999995,-2.84494650060196e-18,0.000213999999999999,-1
51400,53.59,0.5881,-0.0038000000000001,2.84494650060196e-18,0.000212000000000001,-1
51450,53.4,0.5987,-0.00379999999999995,-8.00000000000125e-06,0.000211999999999999,-1
51500,53.21,0.6093,-0.00420000000000002,0,0.000208000000000002,-1
51550,53,0.6197,-0.00420000000000002,-3.9999999999992e-06,0.000206,-1
51600,52.79,0.63,-0.00439999999999998,0,0.000202,-1
51650,52.57,0.6401,-0.00439999999999998,-8.00000000000125e-06,0.000198,-1
51700,52.35,0.65,-0.00480000000000004,0,0.000196000000000001,-1
51750,52.11,0.6598,-0.00480000000000004,-3.99999999999921e-06,0.000187999999999999,-1
51800,51.87,0.6692,-0.005,-7.99999999999841e-06,0.000184,-1
51850,51.62,0.6784,-0.00539999999999992,-2.84494650060196e-18,0.000178,-1
51900,51.35,0.6873,-0.00540000000000006,-3.9999999999992e-06,0.000171999999999999,-1
51950,51.08,0.6959,-0.00560000000000002,-3.99999999999921e-06,0.000164,-1
52000,50.8,0.7041,-0.00579999999999998,-3.9999999999992e-06,0.000156000000000001,-1
52050,50.51,0.7119,-0.00599999999999994,-2.84494650060196e-18,0.000145999999999999,-1
52100,50.21,0.7192,-0.00600000000000009,-3.99999999999637e-06,0.00014,-1
52150,49.91,0.7262,-0.0061999999999999,-2.84494650060196e-18,0.000132000000000001,-1
52200,49.6,0.7328,-0.00620000000000005,0,0.000122,-1
52250,49.29,0.7389,-0.00620000000000005,2.84494650060196e-18,0.000116000000000001,-1
52300,48.98,0.7447,-0.0061999999999999,3.99999999999637e-06,0.000111999999999999,-1
52350,48.67,0.7503,-0.00600000000000009,4.00000000000204e-06,0.000104,-1
